                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    117,                 1.1254,                0.70112,                0.89065,                0.51548,                0.41068,                0.41938,                0.25461,                 1.1705,                 0.8245,                0.89894,              0.0043075,              0.0043075,              0.0043075
                    118,                 1.1221,                0.69795,                0.89047,                0.52312,                0.40807,                0.41935,                0.25454,                 1.1706,                0.82418,                0.89939,               0.004258,               0.004258,               0.004258
                    119,                 1.1164,                0.69595,                0.89105,                 0.5186,                 0.4093,                0.41924,                 0.2544,                 1.1706,                0.82478,                0.89929,              0.0042085,              0.0042085,              0.0042085
                    120,                 1.1195,                0.69462,                0.89142,                0.51513,                0.41122,                0.41902,                0.25407,                 1.1705,                 0.8256,                0.89926,               0.004159,               0.004159,               0.004159
                    121,                 1.1199,                 0.6953,                0.88989,                0.51592,                0.41162,                0.41916,                0.25441,                 1.1698,                0.82579,                0.89897,              0.0041095,              0.0041095,              0.0041095
                    122,                 1.1188,                0.68974,                0.88962,                0.52057,                0.40928,                0.41956,                 0.2541,                 1.1697,                0.82641,                0.89919,                0.00406,                0.00406,                0.00406
                    123,                  1.121,                0.69182,                0.88982,                0.51824,                0.41165,                0.42003,                0.25472,                 1.1695,                0.82704,                 0.8992,              0.0040105,              0.0040105,              0.0040105
                    124,                 1.1129,                 0.6865,                0.88918,                0.52129,                0.41125,                0.42126,                0.25537,                 1.1696,                0.82676,                 0.8992,               0.003961,               0.003961,               0.003961
                    125,                 1.1104,                0.68504,                0.88799,                0.51862,                0.41647,                0.42126,                0.25502,                 1.1698,                0.82707,                0.89962,              0.0039115,              0.0039115,              0.0039115
                    126,                 1.1087,                0.68539,                 0.8878,                0.51905,                0.41552,                0.42051,                 0.2548,                 1.1693,                0.82663,                0.89968,               0.003862,               0.003862,               0.003862
                    127,                 1.1142,                0.68699,                0.88874,                0.52218,                0.41379,                 0.4206,                0.25479,                 1.1692,                0.82595,                0.89978,              0.0038125,              0.0038125,              0.0038125
                    128,                 1.1031,                0.67671,                0.88601,                0.52345,                0.41277,                0.42054,                0.25476,                 1.1691,                0.82546,                0.89961,               0.003763,               0.003763,               0.003763
                    129,                 1.1023,                0.67547,                0.88548,                0.52307,                0.41585,                0.42113,                0.25467,                 1.1685,                0.82528,                0.89928,              0.0037135,              0.0037135,              0.0037135
                    130,                 1.1046,                0.67389,                0.88671,                0.52591,                0.41486,                0.42082,                0.25425,                 1.1692,                0.82609,                0.89948,               0.003664,               0.003664,               0.003664
                    131,                 1.1051,                 0.6746,                0.88648,                0.52682,                0.41485,                0.42069,                0.25459,                   1.17,                 0.8267,                0.89977,              0.0036145,              0.0036145,              0.0036145
